STATION,DATE,PRCP,TAVG,TMAX,TMIN
USW00012918,2/24/1943,0,,80,58
USW00012918,2/25/1943,0,,68,57
USW00012918,2/26/1943,0,,65,48
USW00012918,2/27/1943,0,,58,39
USW00012918,2/28/1943,0,,69,47
USW00012918,3/1/1943,0.21,,68,52
USW00012918,3/2/1943,0.96,,61,29
USW00012918,3/3/1943,0,,43,22
USW00012918,3/4/1943,0,,59,34
USW00012918,3/5/1943,0.18,,77,58
USW00012918,3/6/1943,0,,59,37
USW00012918,3/7/1943,0,,52,29
USW00012918,3/8/1943,0,,55,37
USW00012918,3/9/1943,0,,70,41
USW00012918,3/10/1943,0,,74,57
USW00012918,3/11/1943,0,,74,54
USW00012918,3/12/1943,0.11,,78,63
USW00012918,3/13/1943,0,,72,54
USW00012918,3/14/1943,0,,73,54
USW00012918,3/15/1943,0,,79,67
USW00012918,3/16/1943,0,,77,55
USW00012918,3/17/1943,0,,71,49
USW00012918,3/18/1943,0.03,,81,60
USW00012918,3/19/1943,0.09,,78,52
USW00012918,3/20/1943,0,,57,48
USW00012918,3/21/1943,0,,66,44
USW00012918,3/22/1943,0,,61,40
USW00012918,3/23/1943,0,,65,43
USW00012918,3/24/1943,0.63,,65,55
USW00012918,3/25/1943,1.77,,67,55
USW00012918,3/26/1943,0,,66,50
USW00012918,3/27/1943,0,,76,49
USW00012918,3/28/1943,0,,75,52
USW00012918,3/29/1943,0,,78,53
USW00012918,3/30/1943,0,,76,53
USW00012918,3/31/1943,0,,77,56
USW00012918,11/1/1943,2.28,,83,61
USW00012918,11/2/1943,5.63,,70,59
USW00012918,11/3/1943,0.02,,68,56
USW00012918,11/4/1943,0,,71,55
USW00012918,11/5/1943,0,,82,62
USW00012918,11/6/1943,0.22,,82,58
USW00012918,11/7/1943,0,,62,45
USW00012918,11/8/1943,0,,60,36
USW00012918,11/9/1943,0,,71,37
USW00012918,11/10/1943,0,,67,42
USW00012918,11/11/1943,0,,67,40
USW00012918,11/12/1943,0,,71,45
USW00012918,11/13/1943,0,,68,43
USW00012918,11/14/1943,0,,70,51
USW00012918,11/15/1943,2.29,,74,58
USW00012918,11/16/1943,0,,68,47
USW00012918,11/17/1943,0,,70,43
USW00012918,11/18/1943,0,,73,45
USW00012918,11/19/1943,0,,70,46
USW00012918,11/20/1943,0,,72,43
USW00012918,11/21/1943,0,,75,42
USW00012918,11/22/1943,0,,73,44
USW00012918,11/23/1943,0,,68,45
USW00012918,11/24/1943,0,,58,44
USW00012918,11/25/1943,0,,65,40
USW00012918,11/26/1943,0.04,,65,52
USW00012918,11/27/1943,1.18,,59,49
USW00012918,11/28/1943,0.48,,59,47
USW00012918,11/29/1943,0,,59,41
USW00012918,11/30/1943,0,,60,35
USW00012918,12/1/1943,0.2,,70,47
USW00012918,12/2/1943,0.51,,71,56
USW00012918,12/3/1943,0.33,,65,58
USW00012918,12/4/1943,0,,71,55
USW00012918,12/5/1943,0,,77,62
USW00012918,12/6/1943,0,,75,61
USW00012918,12/7/1943,0,,67,52
USW00012918,12/8/1943,0,,79,58
USW00012918,12/9/1943,0.01,,77,63
USW00012918,12/10/1943,0.39,,79,68
USW00012918,12/11/1943,0,,61,47
USW00012918,12/12/1943,0,,65,44
USW00012918,12/13/1943,0.04,,67,49
USW00012918,12/14/1943,0.85,,58,50
USW00012918,12/15/1943,0,,46,30
USW00012918,12/16/1943,0,,44,25
USW00012918,12/17/1943,0,,50,28
USW00012918,12/18/1943,0,,58,30
USW00012918,12/19/1943,0,,66,36
USW00012918,12/20/1943,0,,68,39
USW00012918,12/21/1943,0,,75,48
USW00012918,12/22/1943,0,,75,56
USW00012918,12/23/1943,1.19,,52,43
USW00012918,12/24/1943,0.63,,38,36
USW00012918,12/25/1943,0.04,,40,36
USW00012918,12/26/1943,0,,47,29
USW00012918,12/27/1943,0.6,,65,43
USW00012918,12/28/1943,0,,48,38
USW00012918,12/29/1943,0,,51,32
USW00012918,12/30/1943,0,,63,31
USW00012918,12/31/1943,0,,60,38
USW00012918,1/1/1944,3.61,,57,47
USW00012918,1/2/1944,0.18,,49,43
USW00012918,1/3/1944,0,,63,35
USW00012918,1/4/1944,0,,67,43
USW00012918,1/5/1944,0,,62,42
USW00012918,1/6/1944,0.09,,55,34
USW00012918,1/7/1944,0.38,,57,45
USW00012918,1/8/1944,0,,50,30
USW00012918,1/9/1944,0,,48,25
USW00012918,1/10/1944,0,,60,29
USW00012918,1/11/1944,0.82,,66,52
USW00012918,1/12/1944,1.93,,60,42
USW00012918,1/13/1944,1.05,,42,33
USW00012918,1/14/1944,0.03,,36,33
USW00012918,1/15/1944,0,,55,28
USW00012918,1/16/1944,0,,65,35
USW00012918,1/17/1944,0,,61,36
USW00012918,1/18/1944,0,,65,36
USW00012918,1/19/1944,0,,67,41
USW00012918,1/20/1944,0,,69,40
USW00012918,1/21/1944,0,,73,35
USW00012918,1/22/1944,0,,73,48
USW00012918,1/23/1944,0,,71,48
USW00012918,1/24/1944,0.54,,70,56
USW00012918,1/25/1944,0.56,,70,57
USW00012918,1/26/1944,0.07,,73,63
USW00012918,1/27/1944,0.7,,69,55
USW00012918,1/28/1944,0.11,,65,55
USW00012918,1/29/1944,0.39,,59,56
USW00012918,1/30/1944,0.05,,61,54
USW00012918,1/31/1944,0,,68,59
USW00012918,2/1/1944,0,,66,56
USW00012918,2/2/1944,0,,74,60
USW00012918,2/3/1944,0,,73,55
USW00012918,2/4/1944,0,,68,46
USW00012918,2/5/1944,0.03,,73,50
USW00012918,2/6/1944,0.03,,75,63
USW00012918,2/7/1944,0,,77,63
USW00012918,2/8/1944,0.14,,72,56
USW00012918,2/9/1944,0,,66,53
USW00012918,2/10/1944,0,,71,51
USW00012918,2/11/1944,0,,51,33
USW00012918,2/12/1944,0,,50,30
USW00012918,2/13/1944,0.13,,64,42
USW00012918,2/14/1944,1.4,,64,42
USW00012918,2/15/1944,0,,55,38
USW00012918,2/16/1944,0.06,,70,49
USW00012918,2/17/1944,0,,77,57
USW00012918,2/18/1944,0.02,,58,51
USW00012918,2/19/1944,0.16,,56,50
USW00012918,2/20/1944,0.01,,64,48
USW00012918,2/21/1944,0,,78,59
USW00012918,2/22/1944,0.02,,80,66
USW00012918,2/23/1944,0,,78,67
USW00012918,2/24/1944,0,,79,66
USW00012918,2/25/1944,0.14,,76,63
USW00012918,2/26/1944,0,,79,69
USW00012918,2/27/1944,0,,77,69
USW00012918,2/28/1944,0.01,,75,53
USW00012918,2/29/1944,0,,62,46
USW00012918,3/1/1944,0,,64,44
USW00012918,3/2/1944,0,,69,48
USW00012918,3/3/1944,0,,71,59
USW00012918,3/4/1944,0,,73,56
USW00012918,3/5/1944,0,,74,51
USW00012918,3/6/1944,0,,70,52
USW00012918,3/7/1944,0,,65,42
USW00012918,3/8/1944,0,,68,40
USW00012918,3/9/1944,0.05,,65,50
USW00012918,3/10/1944,1.03,,59,48
USW00012918,3/11/1944,0,,66,55
USW00012918,3/12/1944,0,,76,61
USW00012918,3/13/1944,0,,77,62
USW00012918,3/14/1944,0,,75,65
USW00012918,3/15/1944,1.66,,74,61
USW00012918,3/16/1944,1.44,,78,60
USW00012918,3/17/1944,0,,72,58
USW00012918,3/18/1944,2.01,,70,64
USW00012918,3/19/1944,0.23,,65,41
USW00012918,3/20/1944,0,,65,37
USW00012918,3/21/1944,0,,68,49
USW00012918,3/22/1944,0.21,,66,60
USW00012918,3/23/1944,0,,70,52
USW00012918,3/24/1944,0,,76,47
USW00012918,3/25/1944,0,,82,57
USW00012918,3/26/1944,0,,76,68
USW00012918,3/27/1944,0,,80,70
USW00012918,3/28/1944,0,,83,48
USW00012918,3/29/1944,0.01,,60,40
USW00012918,3/30/1944,0,,70,36
USW00012918,3/31/1944,0,,74,43
USW00012918,11/1/1944,0,,81,60
USW00012918,11/2/1944,0.14,,80,66
USW00012918,11/3/1944,0.4,,79,65
USW00012918,11/4/1944,0.01,,77,62
USW00012918,11/5/1944,0,,80,60
USW00012918,11/6/1944,0.05,,77,59
USW00012918,11/7/1944,0.43,,80,68
USW00012918,11/8/1944,0.04,,82,62
USW00012918,11/9/1944,0,,76,49
USW00012918,11/10/1944,0,,80,50
USW00012918,11/11/1944,0,,76,50
USW00012918,11/12/1944,0,,80,56
USW00012918,11/13/1944,0,,79,60
USW00012918,11/14/1944,0,,82,66
USW00012918,11/15/1944,0,,70,56
USW00012918,11/16/1944,0.16,,58,51
USW00012918,11/17/1944,0,,55,50
USW00012918,11/18/1944,0.7,,55,50
USW00012918,11/19/1944,0.09,,64,50
USW00012918,11/20/1944,0,,64,44
USW00012918,11/21/1944,0,,68,41
USW00012918,11/22/1944,0,,71,47
USW00012918,11/23/1944,0,,71,46
USW00012918,11/24/1944,1.24,,74,58
USW00012918,11/25/1944,0.18,,72,57
USW00012918,11/26/1944,0,,59,44
USW00012918,11/27/1944,0,,60,38
USW00012918,11/28/1944,0.27,,57,43
USW00012918,11/29/1944,0,,58,42
USW00012918,11/30/1944,0,,63,33
USW00012918,12/1/1944,0,,63,44
USW00012918,12/2/1944,0,,56,44
USW00012918,12/3/1944,0,,59,42
USW00012918,12/4/1944,0,,65,52
USW00012918,12/5/1944,2.17,,67,50
USW00012918,12/6/1944,0,,51,42
USW00012918,12/7/1944,0,,63,42
USW00012918,12/8/1944,0,,66,40
USW00012918,12/9/1944,0,,67,44
USW00012918,12/10/1944,0.08,,54,30
USW00012918,12/11/1944,0,,47,26
USW00012918,12/12/1944,0,,54,33
USW00012918,12/13/1944,0,,60,33
USW00012918,12/14/1944,0,,60,30
USW00012918,12/15/1944,0,,70,36
USW00012918,12/16/1944,0,,70,42
USW00012918,12/17/1944,0,,72,44
USW00012918,12/18/1944,0.27,,62,39
USW00012918,12/19/1944,0,,66,32
USW00012918,12/20/1944,0,,68,35
USW00012918,12/21/1944,0,,70,42
USW00012918,12/22/1944,0,,47,41
USW00012918,12/23/1944,0.11,,57,44
USW00012918,12/24/1944,0.15,,75,56
USW00012918,12/25/1944,0.73,,78,66
USW00012918,12/26/1944,0.84,,66,51
USW00012918,12/27/1944,0.2,,52,44
USW00012918,12/28/1944,0.27,,50,46
USW00012918,12/29/1944,0,,56,45
USW00012918,12/30/1944,0.74,,66,53
USW00012918,12/31/1944,0.82,,70,44
USW00012918,1/1/1945,0,,60,35
USW00012918,1/2/1945,0,,57,38
USW00012918,1/3/1945,0.01,,60,53
USW00012918,1/4/1945,0,,60,47
USW00012918,1/5/1945,0.12,,55,45
USW00012918,1/6/1945,0.19,,70,54
USW00012918,1/7/1945,0,,59,42
USW00012918,1/8/1945,0,,68,37
USW00012918,1/9/1945,0,,57,38
USW00012918,1/10/1945,0,,65,33
USW00012918,1/11/1945,0,,69,43
USW00012918,1/12/1945,0,,73,56
USW00012918,1/13/1945,0,,71,49
USW00012918,1/14/1945,0,,72,43
USW00012918,1/15/1945,0,,64,45
USW00012918,1/16/1945,0,,53,39
USW00012918,1/17/1945,0.23,,57,44
USW00012918,1/18/1945,0.62,,61,46
USW00012918,1/19/1945,0,,62,40
USW00012918,1/20/1945,0,,50,44
USW00012918,1/21/1945,0.03,,58,49
USW00012918,1/22/1945,0,,58,42
USW00012918,1/23/1945,0,,63,35
USW00012918,1/24/1945,0.03,,64,47
USW00012918,1/25/1945,0,,72,51
USW00012918,1/26/1945,0,,66,43
USW00012918,1/27/1945,0.72,,61,41
USW00012918,1/28/1945,0.02,,60,44
USW00012918,1/29/1945,0,,52,38
USW00012918,1/30/1945,0,,54,45
USW00012918,1/31/1945,0,,52,41
USW00012918,2/1/1945,0.01,,52,44
USW00012918,2/2/1945,0.43,,57,52
USW00012918,2/3/1945,0,,74,54
USW00012918,2/4/1945,0.4,,76,55
USW00012918,2/5/1945,0.42,,56,44
USW00012918,2/6/1945,0,,63,39
USW00012918,2/7/1945,0,,63,47
USW00012918,2/8/1945,0,,68,37
USW00012918,2/9/1945,0,,71,46
USW00012918,2/10/1945,0,,73,61
USW00012918,2/11/1945,0,,65,60
USW00012918,2/12/1945,0.99,,73,57
USW00012918,2/13/1945,0,,77,52
USW00012918,2/14/1945,0,,80,62
USW00012918,2/15/1945,0,,78,66
USW00012918,2/16/1945,0,,75,66
USW00012918,2/17/1945,0.06,,70,48
USW00012918,2/18/1945,0,,49,44
USW00012918,2/19/1945,0.03,,56,46
USW00012918,2/20/1945,0.03,,76,56
USW00012918,2/21/1945,0.1,,71,48
USW00012918,2/22/1945,0,,60,44
USW00012918,2/23/1945,0,,61,38
USW00012918,2/24/1945,0,,65,43
USW00012918,2/25/1945,0.02,,76,61
USW00012918,2/26/1945,0.04,,76,50
USW00012918,2/27/1945,0.05,,55,42
USW00012918,2/28/1945,0,,63,40
USW00012918,3/1/1945,0.06,,69,52
USW00012918,3/2/1945,0,,77,66
USW00012918,3/3/1945,0,,78,66
USW00012918,3/4/1945,0.01,,77,65
USW00012918,3/5/1945,0,,79,67
USW00012918,3/6/1945,0,,73,52
USW00012918,3/7/1945,0,,69,43
USW00012918,3/8/1945,0,,65,59
USW00012918,3/9/1945,0,,70,54
USW00012918,3/10/1945,0.01,,69,54
USW00012918,3/11/1945,0,,77,60
USW00012918,3/12/1945,0,,82,66
USW00012918,3/13/1945,0.03,,70,61
USW00012918,3/14/1945,0,,76,59
USW00012918,3/15/1945,0.06,,88,65
USW00012918,3/16/1945,0,,82,72
USW00012918,3/17/1945,0,,79,72
USW00012918,3/18/1945,0,,83,68
USW00012918,3/19/1945,0.06,,80,57
USW00012918,3/20/1945,0,,68,51
USW00012918,3/21/1945,0,,77,45
USW00012918,3/22/1945,0,,74,48
USW00012918,3/23/1945,0,,73,64
USW00012918,3/24/1945,0,,80,70
USW00012918,3/25/1945,0.04,,77,56
USW00012918,3/26/1945,0,,85,52
USW00012918,3/27/1945,0,,78,51
USW00012918,3/28/1945,0,,82,62
USW00012918,3/29/1945,0,,78,67
USW00012918,3/30/1945,0.54,,78,58
USW00012918,3/31/1945,1.37,,72,60
USW00012918,11/1/1945,0,,86,67
USW00012918,11/2/1945,0,,86,65
USW00012918,11/3/1945,0,,78,57
USW00012918,11/4/1945,0,,70,44
USW00012918,11/5/1945,0,,79,50
USW00012918,11/6/1945,0,,83,62
USW00012918,11/7/1945,0,,82,60
USW00012918,11/8/1945,0.07,,85,68
USW00012918,11/9/1945,0.04,,84,65
USW00012918,11/10/1945,0.27,,71,54
USW00012918,11/11/1945,0,,72,53
USW00012918,11/12/1945,0,,83,66
USW00012918,11/13/1945,0.01,,86,67
USW00012918,11/14/1945,0,,70,52
USW00012918,11/15/1945,0,,66,44
USW00012918,11/16/1945,0,,78,53
USW00012918,11/17/1945,0,,83,61
USW00012918,11/18/1945,0,,82,63
USW00012918,11/19/1945,0.02,,73,63
USW00012918,11/20/1945,0,,82,61
USW00012918,11/21/1945,0.1,,69,43
USW00012918,11/22/1945,0,,60,36
USW00012918,11/23/1945,0,,63,35
USW00012918,11/24/1945,0,,67,36
USW00012918,11/25/1945,0,,78,55
USW00012918,11/26/1945,0,,80,61
USW00012918,11/27/1945,0,,74,47
USW00012918,11/28/1945,0,,79,43
USW00012918,11/29/1945,0,,75,48
USW00012918,11/30/1945,0,,76,51
USW00012918,12/1/1945,0,,75,53
USW00012918,12/2/1945,2.02,,75,55
USW00012918,12/3/1945,0.56,,56,41
USW00012918,12/4/1945,0,,50,35
USW00012918,12/5/1945,0,,61,32
USW00012918,12/6/1945,0,,72,34
USW00012918,12/7/1945,0,,75,38
USW00012918,12/8/1945,0,,76,43
USW00012918,12/9/1945,0.06,,79,45
USW00012918,12/10/1945,0.03,,46,34
USW00012918,12/11/1945,0.33,,41,33
USW00012918,12/12/1945,0.41,,58,39
USW00012918,12/13/1945,0.01,,67,47
USW00012918,12/14/1945,0.01,,47,35
USW00012918,12/15/1945,0,,51,30
USW00012918,12/16/1945,0,,49,29
USW00012918,12/17/1945,1.1,,54,40
USW00012918,12/18/1945,0.01,,61,44
USW00012918,12/19/1945,0,,45,29
USW00012918,12/20/1945,0,,40,26
USW00012918,12/21/1945,0,,62,35
USW00012918,12/22/1945,1.36,,72,50
USW00012918,12/23/1945,1.24,,66,57
USW00012918,12/24/1945,0,,75,55
USW00012918,12/25/1945,0,,59,44
USW00012918,12/26/1945,0,,61,39
USW00012918,12/27/1945,0.01,,72,54
USW00012918,12/28/1945,0,,56,46
USW00012918,12/29/1945,0,,68,38
USW00012918,12/30/1945,0,,71,53
USW00012918,12/31/1945,0,,66,43
USW00012918,1/1/1946,0,,64,37
USW00012918,1/2/1946,0,,70,54
USW00012918,1/3/1946,0,,74,57
USW00012918,1/4/1946,1.86,,74,55
USW00012918,1/5/1946,0.1,,73,52
USW00012918,1/6/1946,0.01,,78,55
USW00012918,1/7/1946,0.43,,69,59
USW00012918,1/8/1946,0.49,,60,47
USW00012918,1/9/1946,0,,68,42
USW00012918,1/10/1946,0.4,,58,45
USW00012918,1/11/1946,0.02,,61,45
USW00012918,1/12/1946,0.5,,48,41
USW00012918,1/13/1946,0.27,,46,40
USW00012918,1/14/1946,0.9,,45,39
USW00012918,1/15/1946,0.46,,44,39
USW00012918,1/16/1946,0,,48,34
USW00012918,1/17/1946,0,,57,30
USW00012918,1/18/1946,0,,61,37
USW00012918,1/19/1946,0.07,,66,48
USW00012918,1/20/1946,0,,57,44
USW00012918,1/21/1946,0.4,,52,39
USW00012918,1/22/1946,0,,50,34
USW00012918,1/23/1946,0,,61,31
USW00012918,1/24/1946,0,,58,39
USW00012918,1/25/1946,0,,71,39
USW00012918,1/26/1946,0,,66,42
USW00012918,1/27/1946,0,,52,34
USW00012918,1/28/1946,0,,53,38
USW00012918,1/29/1946,0.56,,60,46
USW00012918,1/30/1946,0.05,,60,54
USW00012918,1/31/1946,0.04,,58,43
USW00012918,2/1/1946,0,,58,39
USW00012918,2/2/1946,0,,61,40
USW00012918,2/3/1946,0,,74,53
USW00012918,2/4/1946,0,,76,55
USW00012918,2/5/1946,0.43,,76,52
USW00012918,2/6/1946,0,,62,48
USW00012918,2/7/1946,0,,63,44
USW00012918,2/8/1946,0.19,,74,59
USW00012918,2/9/1946,0.01,,70,37
USW00012918,2/10/1946,0,,56,34
USW00012918,2/11/1946,0,,56,35
USW00012918,2/12/1946,0,,69,54
USW00012918,2/13/1946,0.26,,68,40
USW00012918,2/14/1946,0,,58,28
USW00012918,2/15/1946,0,,61,35
USW00012918,2/16/1946,0,,61,47
USW00012918,2/17/1946,0.44,,65,53
USW00012918,2/18/1946,1.32,,65,54
USW00012918,2/19/1946,0,,64,49
USW00012918,2/20/1946,0,,63,43
USW00012918,2/21/1946,0,,70,41
USW00012918,2/22/1946,0,,74,52
USW00012918,2/23/1946,0,,78,57
USW00012918,2/24/1946,0,,71,44
USW00012918,2/25/1946,0,,70,47
USW00012918,2/26/1946,0.17,,79,59
USW00012918,2/27/1946,0,,61,48
USW00012918,2/28/1946,0,,65,42
USW00012918,3/1/1946,0,,77,44
USW00012918,3/2/1946,0,,75,46
USW00012918,3/3/1946,0,,70,43
USW00012918,3/4/1946,0,,74,62
USW00012918,3/5/1946,0.02,,75,64
USW00012918,3/6/1946,0.37,,72,53
USW00012918,3/7/1946,0,,70,48
USW00012918,3/8/1946,0,,66,46
USW00012918,3/9/1946,0,,67,41
USW00012918,3/10/1946,0,,75,42
USW00012918,3/11/1946,0,,69,42
USW00012918,3/12/1946,1.51,,65,54
USW00012918,3/13/1946,0.01,,73,54
USW00012918,3/14/1946,0,,80,51
USW00012918,3/15/1946,0.12,,82,61
USW00012918,3/16/1946,0,,82,57
USW00012918,3/17/1946,0,,74,52
USW00012918,3/18/1946,0,,70,50
USW00012918,3/19/1946,0,,68,47
USW00012918,3/20/1946,0,,71,47
USW00012918,3/21/1946,0,,71,52
USW00012918,3/22/1946,0,,75,58
USW00012918,3/23/1946,0,,79,56
USW00012918,3/24/1946,0.02,,73,60
USW00012918,3/25/1946,0,,73,65
USW00012918,3/26/1946,0.39,,79,63
USW00012918,3/27/1946,0.04,,73,55
USW00012918,3/28/1946,0,,78,52
USW00012918,3/29/1946,0,,89,55
USW00012918,3/30/1946,0,,96,59
USW00012918,3/31/1946,0,,86,63
USW00012918,9/1/1946,0.01,,84,71
USW00012918,9/2/1946,0,,87,72
USW00012918,9/3/1946,0,,90,73
USW00012918,9/4/1946,0,,91,71
USW00012918,9/5/1946,0,,91,72
USW00012918,9/6/1946,0,,90,73
USW00012918,9/7/1946,0,,88,72
USW00012918,9/8/1946,0.47,,86,69
USW00012918,9/9/1946,0,,91,72
USW00012918,9/10/1946,0,,95,72
USW00012918,9/11/1946,0,,94,73
USW00012918,9/12/1946,0.01,,92,73
USW00012918,9/13/1946,0,,88,68
USW00012918,9/14/1946,0.02,,79,67
USW00012918,9/15/1946,0.03,,82,67
USW00012918,9/16/1946,0,,87,69
USW00012918,9/17/1946,0.12,,87,69
USW00012918,9/18/1946,0,,84,72
USW00012918,9/19/1946,0,,85,72
USW00012918,9/20/1946,0,,87,71
USW00012918,9/21/1946,1.63,,94,71
USW00012918,9/22/1946,3.26,,76,69
USW00012918,9/23/1946,0,,86,70
USW00012918,9/24/1946,0,,84,70
USW00012918,9/25/1946,0.43,,85,73
USW00012918,9/26/1946,0.2,,81,72
USW00012918,9/27/1946,2.12,,82,71
USW00012918,9/28/1946,0.45,,79,72
USW00012918,9/29/1946,0.09,,82,72
USW00012918,9/30/1946,0,,80,64
USW00012918,11/1/1946,0,,86,68
USW00012918,11/2/1946,0.01,,85,69
USW00012918,11/3/1946,4.35,,84,62
USW00012918,11/4/1946,0.5,,75,62
USW00012918,11/5/1946,4.3,,75,67
USW00012918,11/6/1946,0.42,,74,57
USW00012918,11/7/1946,0,,76,48
USW00012918,11/8/1946,0,,74,51
USW00012918,11/9/1946,0.01,,84,70
USW00012918,11/10/1946,0.86,,77,51
USW00012918,11/11/1946,0,,66,45
USW00012918,11/12/1946,0,,66,48
USW00012918,11/13/1946,0,,65,51
USW00012918,11/14/1946,0,,67,49
USW00012918,11/15/1946,0,,76,55
USW00012918,11/16/1946,1.88,,71,52
USW00012918,11/17/1946,0,,53,45
USW00012918,11/18/1946,0,,57,45
USW00012918,11/19/1946,0.01,,64,50
USW00012918,11/20/1946,0,,70,50
USW00012918,11/21/1946,0,,81,50
USW00012918,11/22/1946,0,,72,54
USW00012918,11/23/1946,0,,70,46
USW00012918,11/24/1946,0,,79,51
USW00012918,11/25/1946,0.7,,80,45
USW00012918,11/26/1946,0.12,,49,42
USW00012918,11/27/1946,1.14,,52,47
USW00012918,11/28/1946,0.05,,60,48
USW00012918,11/29/1946,0.01,,74,57
USW00012918,11/30/1946,0,,77,60
USW00012918,12/1/1946,0,,75,54
USW00012918,12/2/1946,0,,59,41
USW00012918,12/3/1946,0,,67,38
USW00012918,12/4/1946,0,,66,40
USW00012918,12/5/1946,0,,74,42
USW00012918,12/6/1946,0,,73,49
USW00012918,12/7/1946,0,,76,54
USW00012918,12/8/1946,0.05,,77,55
USW00012918,12/9/1946,0.52,,75,64
USW00012918,12/10/1946,0.32,,70,64
USW00012918,12/11/1946,0.51,,74,60
USW00012918,12/12/1946,0,,69,54
USW00012918,12/13/1946,0,,72,49
USW00012918,12/14/1946,0,,71,52
USW00012918,12/15/1946,0,,72,54
USW00012918,12/16/1946,0,,75,58
USW00012918,12/17/1946,0,,72,49
USW00012918,12/18/1946,0,,55,44
USW00012918,12/19/1946,0.13,,47,38
USW00012918,12/20/1946,0.01,,50,37
USW00012918,12/21/1946,0,,64,34
USW00012918,12/22/1946,0,,66,38
USW00012918,12/23/1946,0,,75,44
USW00012918,12/24/1946,0,,76,49
USW00012918,12/25/1946,0,,70,48
USW00012918,12/26/1946,0,,77,58
USW00012918,12/27/1946,0,,78,61
USW00012918,12/28/1946,0.01,,77,69
USW00012918,12/29/1946,0.12,,72,31
USW00012918,12/30/1946,0.11,,38,27
USW00012918,12/31/1946,1.1,,35,31
USW00012918,1/1/1947,0.54,,36,31
USW00012918,1/2/1947,0.07,,46,33
USW00012918,1/3/1947,0,,37,26
USW00012918,1/4/1947,0,,34,23
USW00012918,1/5/1947,0.09,,45,26
USW00012918,1/6/1947,0.01,,50,36
USW00012918,1/7/1947,0.22,,52,42
USW00012918,1/8/1947,0.13,,54,47
USW00012918,1/9/1947,0.48,,48,44
USW00012918,1/10/1947,0.21,,47,43
USW00012918,1/11/1947,0,,62,44
USW00012918,1/12/1947,0.41,,60,41
USW00012918,1/13/1947,0,,73,53
USW00012918,1/14/1947,0,,78,62
USW00012918,1/15/1947,0.01,,77,62
USW00012918,1/16/1947,0.49,,72,48
USW00012918,1/17/1947,0.37,,48,43
USW00012918,1/18/1947,0.37,,45,40
USW00012918,1/19/1947,0.45,,49,41
USW00012918,1/20/1947,0,,64,40
USW00012918,1/21/1947,0,,57,40
USW00012918,1/22/1947,0,,61,35
USW00012918,1/23/1947,0,,66,51
USW00012918,1/24/1947,0.49,,75,59
USW00012918,1/25/1947,0,,73,54
USW00012918,1/26/1947,0,,78,46
USW00012918,1/27/1947,0,,78,60
USW00012918,1/28/1947,0,,76,62
USW00012918,1/29/1947,0,,77,68
USW00012918,1/30/1947,0.05,,71,46
USW00012918,1/31/1947,0,,59,44
USW00012918,2/1/1947,0,,63,40
USW00012918,2/2/1947,0,,55,38
USW00012918,2/3/1947,0,,71,36
USW00012918,2/4/1947,0,,56,35
USW00012918,2/5/1947,0,,52,29
USW00012918,2/6/1947,0,,72,36
USW00012918,2/7/1947,0,,67,36
USW00012918,2/8/1947,0,,48,29
USW00012918,2/9/1947,0,,48,33
USW00012918,2/10/1947,0,,44,29
USW00012918,2/11/1947,0.37,,45,40
USW00012918,2/12/1947,0.15,,48,41
USW00012918,2/13/1947,0.02,,64,40
USW00012918,2/14/1947,0,,70,39
USW00012918,2/15/1947,0,,76,41
USW00012918,2/16/1947,0,,78,43
USW00012918,2/17/1947,0,,76,46
USW00012918,2/18/1947,0,,74,54
USW00012918,2/19/1947,0.37,,62,41
USW00012918,2/20/1947,0,,56,38
USW00012918,2/21/1947,0,,59,38
USW00012918,2/22/1947,0,,67,39
USW00012918,2/23/1947,0,,68,43
USW00012918,2/24/1947,0,,53,31
USW00012918,2/25/1947,0,,45,39
USW00012918,2/26/1947,0,,46,39
USW00012918,2/27/1947,0.16,,43,39
USW00012918,2/28/1947,0.02,,57,41
USW00012918,3/1/1947,0,,54,38
USW00012918,3/2/1947,0,,52,29
USW00012918,3/3/1947,0.01,,54,37
USW00012918,3/4/1947,0.03,,66,47
USW00012918,3/5/1947,0.06,,75,58
USW00012918,3/6/1947,0.06,,65,41
USW00012918,3/7/1947,0.6,,44,39
USW00012918,3/8/1947,0,,58,33
USW00012918,3/9/1947,0,,55,37
USW00012918,3/10/1947,0,,66,45
USW00012918,3/11/1947,0,,68,41
USW00012918,3/12/1947,0.36,,69,56
USW00012918,3/13/1947,0,,64,47
USW00012918,3/14/1947,0,,68,36
USW00012918,3/15/1947,0,,57,42
USW00012918,3/16/1947,0,,60,36
USW00012918,3/17/1947,0,,73,38
USW00012918,3/18/1947,1.22,,60,49
USW00012918,3/19/1947,0,,57,46
USW00012918,3/20/1947,0,,70,41
USW00012918,3/21/1947,0,,78,48
USW00012918,3/22/1947,0,,72,50
USW00012918,3/23/1947,0.23,,82,62
USW00012918,3/24/1947,0,,77,56
USW00012918,3/25/1947,0,,75,48
USW00012918,3/26/1947,0,,75,44
USW00012918,3/27/1947,0,,80,58
USW00012918,3/28/1947,0,,64,49
USW00012918,3/29/1947,0.22,,70,51
USW00012918,3/30/1947,0,,74,55
USW00012918,3/31/1947,0,,75,54
USW00012918,4/1/1947,0,,85,64
USW00012918,4/2/1947,0,,80,60
USW00012918,4/3/1947,0.01,,76,65
USW00012918,4/4/1947,0.01,,79,67
